CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
BRIGHTSOURCE CONSTRUCTION,01-East,777696062, $ 587 , $ 448 , $ 140 
BRIGHTSOURCE CONSTRUCTION,01-East,777697062, $ 334 , $ 254 , $ 79 
BRIGHTSOURCE CONSTRUCTION,01-East,777698062, $ 334 , $ 254 , $ 79 
BRUCE DIAMOND CORP,01-East,739541000," $ 3,960 ", $ 615 ," $ 3,345 "
BRUCE DIAMOND CORP,01-East,740103000, $ 825 , $ 135 , $ 689 
BRUCE DIAMOND CORP,01-East,740123000, $ 697 , $ 128 , $ 569 
BRUCKNER SUPPLY,01-East,766121000," $ 67,600 "," $ 15,986 "," $ 51,614 "
BRUCKNER SUPPLY,01-East,770522000," $ 49,599 "," $ 3,037 "," $ 46,561 "
BRUCKNER SUPPLY,01-East,733211000," $ 24,816 "," $ 5,533 "," $ 19,283 "
BRUCKNER SUPPLY,01-East,764821000," $ 18,718 "," $ 5,145 "," $ 13,572 "
BRUCKNER SUPPLY,01-East,734970000," $ 6,428 "," $ 2,695 "," $ 3,733 "
BRUCKNER SUPPLY,01-East,734311100," $ 3,502 ", $ 308 ," $ 3,194 "
BRUCKNER SUPPLY,01-East,733403200," $ 3,083 ", $ 397 ," $ 2,686 "
BRUCKNER SUPPLY,01-East,740361701," $ 2,650 "," $ 1,895 ", $ 755 
BRUCKNER SUPPLY,01-East,770540000," $ 1,356 ", $ 95 ," $ 1,261 "
BRUCKNER SUPPLY,01-East,740402402, $ 815 , $ 194 , $ 621 
BRUCKNER SUPPLY,01-East,774751000, $ 636 , $ 79 , $ 557 
BRUCKNER SUPPLY,01-East,764221000, $ 476 , $ 34 , $ 442 
BRUCKNER SUPPLY,01-East,733464500, $ 412 , $ 65 , $ 347 
BRUCKNER SUPPLY,01-East,774671000, $ 408 , $ 48 , $ 360 
BRUCKNER SUPPLY,01-East,774901000, $ 336 , $ 40 , $ 296 
BRUCKNER SUPPLY,01-East,764221100, $ 276 , $ 90 , $ 186 
BRUCKNER SUPPLY,01-East,764341000, $ 102 , $ 24 , $ 78 
BRYANT REFRACTORY CO.,01-East,764781040," $ 676,089 "," $ 471,699 "," $ 204,390 "
BRYANT REFRACTORY CO.,01-East,764821000," $ 630,120 "," $ 268,156 "," $ 361,964 "
BRYANT REFRACTORY CO.,01-East,764901000," $ 348,689 "," $ 165,933 "," $ 182,756 "
BRYANT REFRACTORY CO.,01-East,764901050," $ 303,447 "," $ 143,135 "," $ 160,312 "
BRYANT REFRACTORY CO.,01-East,764821030," $ 283,968 "," $ 123,668 "," $ 160,300 "
BRYANT REFRACTORY CO.,01-East,779958162," $ 279,533 "," $ 239,408 "," $ 40,124 "
BRYANT REFRACTORY CO.,01-East,764521000," $ 258,694 "," $ 116,028 "," $ 142,666 "
BRYANT REFRACTORY CO.,01-East,779956871," $ 135,368 "," $ 82,523 "," $ 52,846 "
BRYANT REFRACTORY CO.,01-East,764601000," $ 125,636 "," $ 60,783 "," $ 64,853 "
BRYANT REFRACTORY CO.,01-East,764781000," $ 119,859 "," $ 43,502 "," $ 76,357 "
BRYANT REFRACTORY CO.,01-East,755084012," $ 108,982 "," $ 78,420 "," $ 30,562 "
BRYANT REFRACTORY CO.,01-East,766121000," $ 100,401 "," $ 29,406 "," $ 70,995 "
BRYANT REFRACTORY CO.,01-East,779956872," $ 97,091 "," $ 58,656 "," $ 38,435 "
BRYANT REFRACTORY CO.,01-East,764821073," $ 78,503 "," $ 77,092 "," $ 1,411 "
BRYANT REFRACTORY CO.,01-East,764901073," $ 68,160 "," $ 69,984 "," $ -1,824 "
BRYANT REFRACTORY CO.,01-East,777902600," $ 66,942 "," $ 30,424 "," $ 36,519 "
BRYANT REFRACTORY CO.,01-East,764861000," $ 62,799 "," $ 29,543 "," $ 33,256 "
BRYANT REFRACTORY CO.,01-East,766122000," $ 60,473 "," $ 18,929 "," $ 41,544 "
BRYANT REFRACTORY CO.,01-East,733211000," $ 59,539 "," $ 12,255 "," $ 47,284 "
BRYANT REFRACTORY CO.,01-East,779958166," $ 58,110 "," $ 40,961 "," $ 17,149 "
BRYANT REFRACTORY CO.,01-East,764522000," $ 52,800 "," $ 34,921 "," $ 17,879 "
BRYANT REFRACTORY CO.,01-East,768231000," $ 46,205 "," $ 8,822 "," $ 37,383 "
BRYANT REFRACTORY CO.,01-East,779957196," $ 43,990 "," $ 33,001 "," $ 10,989 "
BRYANT REFRACTORY CO.,01-East,764821161," $ 41,438 "," $ 41,106 ", $ 332 
BRYANT REFRACTORY CO.,01-East,779958163," $ 39,330 "," $ 29,511 "," $ 9,819 "
BRYANT REFRACTORY CO.,01-East,738401000," $ 31,212 "," $ 24,326 "," $ 6,886 "
BRYANT REFRACTORY CO.,01-East,733151500," $ 29,913 "," $ 4,794 "," $ 25,119 "
BRYANT REFRACTORY CO.,01-East,733525600," $ 25,490 "," $ 3,702 "," $ 21,788 "
BRYANT REFRACTORY CO.,01-East,764561000," $ 22,149 "," $ 9,722 "," $ 12,426 "
BRYANT REFRACTORY CO.,01-East,779956873," $ 21,657 "," $ 13,172 "," $ 8,485 "
BRYANT REFRACTORY CO.,01-East,739641100," $ 19,816 "," $ 13,268 "," $ 6,548 "
BRYANT REFRACTORY CO.,01-East,764521061," $ 18,910 "," $ 19,809 ", $ -899 
BRYANT REFRACTORY CO.,01-East,739681100," $ 17,905 "," $ 10,065 "," $ 7,840 "
BRYANT REFRACTORY CO.,01-East,764521073," $ 17,080 "," $ 18,060 ", $ -980 
BRYANT REFRACTORY CO.,01-East,779956889," $ 17,040 "," $ 9,791 "," $ 7,249 "
BRYANT REFRACTORY CO.,01-East,764261000," $ 16,775 "," $ 7,495 "," $ 9,280 "
BRYANT REFRACTORY CO.,01-East,779956888," $ 14,753 "," $ 11,806 "," $ 2,947 "
BRYANT REFRACTORY CO.,01-East,734910000," $ 14,153 "," $ 4,032 "," $ 10,121 "
BRYANT REFRACTORY CO.,01-East,738361000," $ 12,792 "," $ 8,913 "," $ 3,878 "
BRYANT REFRACTORY CO.,01-East,727000140," $ 11,168 "," $ 1,409 "," $ 9,759 "
BRYANT REFRACTORY CO.,01-East,739561000," $ 10,692 "," $ 2,993 "," $ 7,699 "
BRYANT REFRACTORY CO.,01-East,766750050," $ 9,856 "," $ 4,894 "," $ 4,962 "
BRYANT REFRACTORY CO.,01-East,766162000," $ 9,756 "," $ 5,064 "," $ 4,692 "
BRYANT REFRACTORY CO.,01-East,779956498," $ 9,360 "," $ 6,315 "," $ 3,045 "
BRYANT REFRACTORY CO.,01-East,764341000," $ 9,162 "," $ 5,109 "," $ 4,053 "
BRYANT REFRACTORY CO.,01-East,777601000," $ 8,528 "," $ 2,466 "," $ 6,061 "
BRYANT REFRACTORY CO.,01-East,734661300," $ 8,503 "," $ 1,654 "," $ 6,849 "
BRYANT REFRACTORY CO.,01-East,734900000," $ 8,109 "," $ 4,531 "," $ 3,578 "
BRYANT REFRACTORY CO.,01-East,724261200," $ 7,204 "," $ 1,337 "," $ 5,868 "
BRYANT REFRACTORY CO.,01-East,739661100," $ 7,102 "," $ 3,744 "," $ 3,358 "
BRYANT REFRACTORY CO.,01-East,779958168," $ 7,000 "," $ 7,375 ", $ -375 
BRYANT REFRACTORY CO.,01-East,737912200," $ 6,980 "," $ 1,778 "," $ 5,202 "
BRYANT REFRACTORY CO.,01-East,764822000," $ 6,730 "," $ 2,235 "," $ 4,495 "
BRYANT REFRACTORY CO.,01-East,733464500," $ 6,522 "," $ 1,037 "," $ 5,485 "
BRYANT REFRACTORY CO.,01-East,764481000," $ 5,838 "," $ 2,023 "," $ 3,815 "
BRYANT REFRACTORY CO.,01-East,764901061," $ 5,680 "," $ 5,968 ", $ -288 
BRYANT REFRACTORY CO.,01-East,780680000," $ 5,280 "," $ 2,004 "," $ 3,276 "
BRYANT REFRACTORY CO.,01-East,733211050," $ 5,020 "," $ 1,118 "," $ 3,902 "
BRYANT REFRACTORY CO.,01-East,724071900," $ 4,959 "," $ 1,028 "," $ 3,932 "
BRYANT REFRACTORY CO.,01-East,764902000," $ 4,650 "," $ 1,762 "," $ 2,887 "
BRYANT REFRACTORY CO.,01-East,779956874," $ 4,387 "," $ 2,382 "," $ 2,006 "
BRYANT REFRACTORY CO.,01-East,779958171," $ 4,259 "," $ 2,514 "," $ 1,745 "
BRYANT REFRACTORY CO.,01-East,768141000," $ 4,108 ", $ 816 ," $ 3,292 "
BRYANT REFRACTORY CO.,01-East,768241000," $ 3,890 "," $ 1,581 "," $ 2,309 "
BRYANT REFRACTORY CO.,01-East,764301000," $ 3,380 "," $ 1,525 "," $ 1,855 "
BRYANT REFRACTORY CO.,01-East,780640000," $ 3,341 "," $ 1,080 "," $ 2,261 "
BRYANT REFRACTORY CO.,01-East,779988828," $ 3,204 "," $ 1,585 "," $ 1,619 "
BRYANT REFRACTORY CO.,01-East,733525400," $ 3,005 ", $ 429 ," $ 2,576 "
BRYANT REFRACTORY CO.,01-East,777642000," $ 2,579 "," $ 1,501 "," $ 1,078 "
BRYANT REFRACTORY CO.,01-East,739450000," $ 2,552 "," $ 1,301 "," $ 1,251 "
BRYANT REFRACTORY CO.,01-East,739541000," $ 2,519 ", $ 501 ," $ 2,018 "
BRYANT REFRACTORY CO.,01-East,768221000," $ 2,496 ", $ 460 ," $ 2,036 "
BRYANT REFRACTORY CO.,01-East,781940000," $ 2,354 ", $ 485 ," $ 1,868 "
BRYANT REFRACTORY CO.,01-East,779956599," $ 2,340 "," $ 1,791 ", $ 549 
BRYANT REFRACTORY CO.,01-East,733151550," $ 2,282 ", $ 334 ," $ 1,948 "
BRYANT REFRACTORY CO.,01-East,770540000," $ 2,277 ", $ 185 ," $ 2,093 "
BRYANT REFRACTORY CO.,01-East,792785000," $ 2,193 ", $ 480 ," $ 1,713 "
BRYANT REFRACTORY CO.,01-East,733141200," $ 1,976 ", $ 374 ," $ 1,603 "
BRYANT REFRACTORY CO.,01-East,770450000," $ 1,958 ", $ 199 ," $ 1,759 "
BRYANT REFRACTORY CO.,01-East,737871000," $ 1,906 ", $ 280 ," $ 1,627 "
BRYANT REFRACTORY CO.,01-East,770220000," $ 1,829 ", $ 170 ," $ 1,660 "
BRYANT REFRACTORY CO.,01-East,754285000," $ 1,765 "," $ 1,147 ", $ 617 
BRYANT REFRACTORY CO.,01-East,791003500," $ 1,746 ", $ 433 ," $ 1,313 "
BRYANT REFRACTORY CO.,01-East,766001000," $ 1,450 ", $ 399 ," $ 1,051 "
BRYANT REFRACTORY CO.,01-East,734651200," $ 1,431 ", $ 407 ," $ 1,024 "
BRYANT REFRACTORY CO.,01-East,737009842," $ 1,398 "," $ 2,507 "," $ -1,110 "
BRYANT REFRACTORY CO.,01-East,770280000," $ 1,340 ", $ 160 ," $ 1,180 "
BRYANT REFRACTORY CO.,01-East,764221000," $ 1,176 ", $ 406 , $ 770 
BRYANT REFRACTORY CO.,01-East,737009844," $ 1,167 ", $ 757 , $ 410 
BRYANT REFRACTORY CO.,01-East,781580000," $ 1,040 ", $ 637 , $ 403 
BRYANT REFRACTORY CO.,01-East,766021000, $ 995 , $ 304 , $ 691 
BRYANT REFRACTORY CO.,01-East,737821000, $ 990 , $ 335 , $ 655 
BRYANT REFRACTORY CO.,01-East,779958693, $ 921 , $ 556 , $ 364 
BRYANT REFRACTORY CO.,01-East,733403200, $ 920 , $ 99 , $ 820 
BRYANT REFRACTORY CO.,01-East,770200000, $ 814 , $ 85 , $ 729 
BRYANT REFRACTORY CO.,01-East,770320000, $ 778 , $ 111 , $ 667 
BRYANT REFRACTORY CO.,01-East,770222000, $ 740 , $ 68 , $ 671 
BRYANT REFRACTORY CO.,01-East,771132000, $ 730 , $ 36 , $ 694 
BRYANT REFRACTORY CO.,01-East,768750000, $ 663 , $ 145 , $ 518 
BRYANT REFRACTORY CO.,01-East,733725500, $ 637 , $ 199 , $ 438 
BRYANT REFRACTORY CO.,01-East,793540000, $ 492 , $ 116 , $ 376 
BRYANT REFRACTORY CO.,01-East,768211000, $ 465 , $ 90 , $ 375 
BRYANT REFRACTORY CO.,01-East,740023000, $ 464 , $ 119 , $ 344 
BRYANT REFRACTORY CO.,01-East,734822000, $ 458 , $ 161 , $ 297 
BRYANT REFRACTORY CO.,01-East,770210000, $ 440 , $ 63 , $ 377 
BRYANT REFRACTORY CO.,01-East,733444100, $ 437 , $ 157 , $ 280 
BRYANT REFRACTORY CO.,01-East,792620000, $ 428 , $ 87 , $ 341 
BRYANT REFRACTORY CO.,01-East,792783000, $ 414 , $ 90 , $ 324 
BRYANT REFRACTORY CO.,01-East,754087000, $ 331 , $ 142 , $ 189 
BRYANT REFRACTORY CO.,01-East,764761000, $ 319 , $ 94 , $ 225 
BRYANT REFRACTORY CO.,01-East,733151600, $ 310 , $ 47 , $ 263 
BRYANT REFRACTORY CO.,01-East,734311100, $ 291 , $ 34 , $ 258 
BRYANT REFRACTORY CO.,01-East,793320000, $ 262 , $ 118 , $ 144 
BRYANT REFRACTORY CO.,01-East,733423600, $ 245 , $ 45 , $ 200 
BRYANT REFRACTORY CO.,01-East,733423700, $ 233 , $ 36 , $ 197 
BRYANT REFRACTORY CO.,01-East,768751000, $ 233 , $ 48 , $ 185 
BRYANT REFRACTORY CO.,01-East,734611100, $ 228 , $ 108 , $ 120 
BRYANT REFRACTORY CO.,01-East,779181000, $ 66 , $ 21 , $ 45 
BUFFALO DENTAL,01-East,740063000," $ 1,898 ", $ 357 ," $ 1,542 "
BURKHART REFRACTORY INST.,01-East,734311100, $ 196 , $ 34 , $ 162 
BURNHAM INSULATION,01-East,739541000, $ 259 , $ 91 , $ 169 
BURNHAM INSULATION,01-East,764901000, $ 101 , $ 16 , $ 84 
C & E RECLAMATION INC.,01-East,739390000," $ 9,510 "," $ 5,823 "," $ 3,686 "
C & E RECLAMATION INC.,01-East,777904301," $ 2,963 "," $ 1,175 "," $ 1,788 "
C & E RECLAMATION INC.,01-East,739370000," $ 1,139 ", $ 415 , $ 724 
C & E RECLAMATION INC.,01-East,773501000, $ 926 , $ 394 , $ 532 
C & E RECLAMATION INC.,01-East,773131000, $ 691 , $ 138 , $ 553 
C & E RECLAMATION INC.,01-East,733151500, $ 472 , $ 54 , $ 418 
C M FURNACE INC,01-East,738521000," $ 15,803 "," $ 5,509 "," $ 10,293 "
C M FURNACE INC,01-East,738542000," $ 2,604 ", $ 998 ," $ 1,606 "
C M FURNACE INC,01-East,733525400, $ 576 , $ 74 , $ 502 
CABOT CORP,01-East,724261200, $ 826 , $ 99 , $ 727 
CAMERON MANUFACTURING,01-East,770372000," $ 1,078 ", $ 44 ," $ 1,034 "
CAPITAL HARDWARE/ELGEN,01-East,735602000," $ 82,870 "," $ 31,641 "," $ 51,229 "
CAPITAL HARDWARE/ELGEN,01-East,735602110," $ 15,840 "," $ 6,426 "," $ 9,414 "
CARBOLINE COMPANY,01-East,720252303," $ 214,385 "," $ 6,060 "," $ 208,325 "
CARBOLINE COMPANY,01-East,723800000," $ 166,019 "," $ 41,261 "," $ 124,758 "
CARBOLINE COMPANY,01-East,734000008," $ 16,038 "," $ 6,793 "," $ 9,245 "
CARBONYX CARBON TECH.,01-East,764951600," $ 75,076 "," $ 37,676 "," $ 37,400 "
CARBONYX CARBON TECH.,01-East,766122000," $ 51,460 "," $ 35,665 "," $ 15,795 "
CARBONYX CARBON TECH.,01-East,764951800," $ 32,686 "," $ 16,025 "," $ 16,661 "
CARBONYX CARBON TECH.,01-East,734361300," $ 32,175 "," $ 9,647 "," $ 22,528 "
CARBONYX CARBON TECH.,01-East,764952100," $ 20,832 "," $ 9,180 "," $ 11,652 "
CARBONYX CARBON TECH.,01-East,764821000," $ 13,802 "," $ 6,327 "," $ 7,475 "
CARBONYX CARBON TECH.,01-East,764951700," $ 12,257 "," $ 6,183 "," $ 6,074 "
CARBONYX CARBON TECH.,01-East,764951900," $ 5,618 "," $ 2,837 "," $ 2,781 "
CARBONYX CARBON TECH.,01-East,734351200," $ 4,050 "," $ 1,255 "," $ 2,795 "
CARBONYX CARBON TECH.,01-East,766121000," $ 2,490 "," $ 1,635 ", $ 855 
CARBONYX CARBON TECH.,01-East,764822010," $ 1,273 ", $ 592 , $ 681 
CARDINDAL FG,01-East,738521000," $ 40,365 "," $ 16,199 "," $ 24,165 "
CARDINDAL FG,01-East,727000140," $ 2,312 ", $ 167 ," $ 2,145 "
CARRIER ENTERPRISE NE LLC,01-East,735602000," $ 70,800 "," $ 23,715 "," $ 47,085 "
CARRIER ENTERPRISE NE LLC,01-East,735602010," $ 1,617 ", $ 642 , $ 975 
CARRIER ENTERPRISE NE LLC,01-East,764821000," $ 1,074 ", $ 123 , $ 951 
CARRIER ENTERPRISE NE LLC,01-East,764901000, $ 266 , $ 32 , $ 233 
CASCADE DESIGNS,01-East,770372000," $ 7,882 ", $ 371 ," $ 7,511 "
CASHCO INC.,01-East,737201000," $ 3,107 ", $ 518 ," $ 2,588 "
CASSO SOLAR,01-East,734211200, $ 487 , $ 47 , $ 440 
CBOL CORPORATION,01-East,733648000," $ 51,845 "," $ 21,522 "," $ 30,323 "
CBOL CORPORATION,01-East,732820000," $ 10,658 ", $ 462 ," $ 10,196 "
CBOL CORPORATION,01-East,733151600, $ 472 , $ 53 , $ 419 
CDI WORLDWIDE,01-East,768241000," $ 1,457 ", $ 71 ," $ 1,386 "
"CEI ENTERPRISES, INC.",01-East,770300000," $ 4,381 ", $ 341 ," $ 4,039 "
"CEI ENTERPRISES, INC.",01-East,734711100," $ 1,705 ", $ 245 ," $ 1,460 "
CENTRAL GLASS PRODUCT INC,01-East,733464600, $ 298 , $ 31 , $ 267 
CERALINK INC.,01-East,779989990, $ 423 , $ 132 , $ 290 
CERAMASPEED,01-East,727000440," $ 220,614 "," $ 137,628 "," $ 82,986 "
CERAMATERIALS,01-East,764863000, $ 603 , $ 256 , $ 347 
CERAMATERIALS,01-East,764827000, $ 596 , $ 364 , $ 232 
CERAMIC MAGNETICS,01-East,737861000," $ 9,898 "," $ 1,090 "," $ 8,808 "
CERAMIC MAGNETICS,01-East,775061000, $ 589 , $ 430 , $ 159 
CERAMIC MAGNETICS,01-East,776201000, $ 124 , $ 55 , $ 69 
CERAMIC SYSTEMS INC.,01-East,793330000," $ 317,490 "," $ 73,731 "," $ 243,759 "
CERAMIC SYSTEMS INC.,01-East,764521000," $ 87,523 "," $ 44,020 "," $ 43,503 "
CERAMIC SYSTEMS INC.,01-East,766121000," $ 73,390 "," $ 37,439 "," $ 35,951 "
CERAMIC SYSTEMS INC.,01-East,793530000," $ 49,058 "," $ 27,461 "," $ 21,597 "
CERAMIC SYSTEMS INC.,01-East,766004000," $ 42,012 "," $ 23,821 "," $ 18,191 "
CERAMIC SYSTEMS INC.,01-East,764821000," $ 37,900 "," $ 15,588 "," $ 22,312 "
CERAMIC SYSTEMS INC.,01-East,764822000," $ 36,120 "," $ 14,751 "," $ 21,369 "
CERAMIC SYSTEMS INC.,01-East,766122000," $ 35,680 "," $ 18,802 "," $ 16,878 "
CERAMIC SYSTEMS INC.,01-East,766045000," $ 31,680 "," $ 15,251 "," $ 16,429 "
CERAMIC SYSTEMS INC.,01-East,764528100," $ 23,616 "," $ 10,288 "," $ 13,328 "
CERAMIC SYSTEMS INC.,01-East,764601000," $ 21,800 "," $ 9,494 "," $ 12,306 "
CERAMIC SYSTEMS INC.,01-East,766005000," $ 21,458 "," $ 13,075 "," $ 8,383 "
CERAMIC SYSTEMS INC.,01-East,764523000," $ 17,211 "," $ 9,162 "," $ 8,049 "
CERAMIC SYSTEMS INC.,01-East,764522000," $ 16,310 "," $ 8,215 "," $ 8,095 "
CERAMIC SYSTEMS INC.,01-East,793280074," $ 13,026 "," $ 13,068 ", $ -42 
CERAMIC SYSTEMS INC.,01-East,764481000," $ 12,978 "," $ 6,485 "," $ 6,493 "
CERAMIC SYSTEMS INC.,01-East,764781000," $ 11,646 "," $ 5,797 "," $ 5,849 "
CERAMIC SYSTEMS INC.,01-East,764901000," $ 9,710 "," $ 4,187 "," $ 5,523 "
CERAMIC SYSTEMS INC.,01-East,727000140," $ 8,413 "," $ 2,589 "," $ 5,824 "
CERAMIC SYSTEMS INC.,01-East,764907010," $ 8,143 "," $ 5,050 "," $ 3,093 "
CERAMIC SYSTEMS INC.,01-East,764528510," $ 7,800 "," $ 4,433 "," $ 3,367 "
CERAMIC SYSTEMS INC.,01-East,766001000," $ 7,600 "," $ 5,036 "," $ 2,564 "
CERAMIC SYSTEMS INC.,01-East,733525500," $ 2,190 ", $ 780 ," $ 1,410 "
CERAMIC SYSTEMS INC.,01-East,766081010," $ 1,458 ", $ 655 , $ 803 
CERAMIC SYSTEMS INC.,01-East,785890000," $ 1,246 ", $ 470 , $ 776 
CERAMIC SYSTEMS INC.,01-East,764761000," $ 1,180 ", $ 588 , $ 592 
CERAMIC SYSTEMS INC.,01-East,766162000, $ 994 , $ 676 , $ 318 
CERAMIC SYSTEMS INC.,01-East,764341000, $ 810 , $ 360 , $ 450 
CERAMIC SYSTEMS INC.,01-East,764561000, $ 288 , $ 168 , $ 120 
CERAMIC SYSTEMS INC.,01-East,764861000, $ 259 , $ 116 , $ 142 
CERAMIC SYSTEMS INC.,01-East,764902000, $ 75 , $ 32 , $ 43 
CERAMIC SYSTEMS INC.,01-East,733464500, $ 73 , $ 30 , $ 43 
CERAMSOURECE INC.,01-East,770600000," $ 3,245 "," $ 1,718 "," $ 1,527 "
CERAMSOURECE INC.,01-East,770830000," $ 1,343 ", $ 806 , $ 538 
CERAMSOURECE INC.,01-East,770570000, $ 377 , $ 201 , $ 176 
CERAMSOURECE INC.,01-East,764785000, $ 274 , $ 147 , $ 127 
CHANDLER ENGINEERING,01-East,733444100, $ 332 , $ 75 , $ 257 
CHEF MART RESTAURANT,01-East,735602000," $ 25,440 "," $ 8,284 "," $ 17,156 "
CHIZ BROS INC,01-East,764348000," $ 20,269 "," $ 13,107 "," $ 7,162 "
CHIZ BROS INC,01-East,740402402," $ 14,520 "," $ 3,675 "," $ 10,845 "
CHIZ BROS INC,01-East,738561000," $ 10,315 "," $ 7,432 "," $ 2,883 "
CHIZ BROS INC,01-East,779440100," $ 3,762 ", $ 605 ," $ 3,157 "
CHIZ BROS INC,01-East,770560000," $ 2,999 ", $ 430 ," $ 2,569 "
CHIZ BROS INC,01-East,734351200," $ 2,977 ", $ 294 ," $ 2,683 "
CHIZ BROS INC,01-East,777902700," $ 2,597 "," $ 1,142 "," $ 1,456 "
CHIZ BROS INC,01-East,779959870," $ 1,763 ", $ 881 , $ 882 
CHIZ BROS INC,01-East,737912200, $ 918 , $ 273 , $ 645 
CHIZ BROS INC,01-East,764862000, $ 791 , $ 157 , $ 634 
CHIZ BROS INC,01-East,775201000, $ 688 , $ 516 , $ 172 
CHIZ BROS INC,01-East,779957054, $ 448 , $ 224 , $ 224 
CHIZ BROS INC,01-East,734611100, $ 263 , $ 54 , $ 209 
CHIZ BROS INC,01-East,734651200, $ 218 , $ 37 , $ 181 
CHIZ BROS INC,01-East,779959135, $ 180 , $ 112 , $ 68 
CHIZ BROS INC,01-East,774981100, $ 66 , $ 49 , $ 16 
CHIZ BROS INC,01-East,767500000, $ 33 , $ 17 , $ 15 
CHRISTY CATALYTICS LLC,01-East,734830000, $ 246 , $ 45 , $ 201 
CHRISTY INDUSTRIAL SERVIC,01-East,765661000," $ 41,532 "," $ 13,318 "," $ 28,214 "
CHRISTY INDUSTRIAL SERVIC,01-East,770330000," $ 21,974 "," $ 3,035 "," $ 18,939 "
CHRISTY INDUSTRIAL SERVIC,01-East,780770000," $ 18,747 "," $ 5,877 "," $ 12,869 "
CHRISTY INDUSTRIAL SERVIC,01-East,727041000," $ 12,000 "," $ 1,188 "," $ 10,812 "
CHRISTY INDUSTRIAL SERVIC,01-East,734990000," $ 7,746 "," $ 1,978 "," $ 5,768 "
CHRISTY INDUSTRIAL SERVIC,01-East,764821000," $ 6,360 "," $ 3,072 "," $ 3,288 "
CHRISTY INDUSTRIAL SERVIC,01-East,780290000," $ 6,127 "," $ 3,495 "," $ 2,632 "
CHRISTY INDUSTRIAL SERVIC,01-East,780650000," $ 5,208 "," $ 2,323 "," $ 2,885 "
CHRISTY INDUSTRIAL SERVIC,01-East,780720000," $ 3,964 "," $ 1,115 "," $ 2,848 "
CHRISTY INDUSTRIAL SERVIC,01-East,765651000," $ 3,840 "," $ 1,312 "," $ 2,528 "
CHRISTY INDUSTRIAL SERVIC,01-East,754087000," $ 2,704 "," $ 1,810 ", $ 894 
CHRISTY INDUSTRIAL SERVIC,01-East,779957722," $ 2,676 "," $ 1,782 ", $ 894 
CHRISTY INDUSTRIAL SERVIC,01-East,754085000," $ 2,449 "," $ 1,493 ", $ 956 
CHRISTY INDUSTRIAL SERVIC,01-East,777642000," $ 1,722 ", $ 475 ," $ 1,247 "
CHRISTY INDUSTRIAL SERVIC,01-East,733211000," $ 1,685 ", $ 343 ," $ 1,342 "
CHRISTY INDUSTRIAL SERVIC,01-East,764781000," $ 1,590 "," $ 1,022 ", $ 568 
CHRISTY INDUSTRIAL SERVIC,01-East,737311000," $ 1,285 ", $ 273 ," $ 1,012 "
CHRISTY INDUSTRIAL SERVIC,01-East,734810000, $ 938 , $ 751 , $ 187 
CHRISTY INDUSTRIAL SERVIC,01-East,766081010, $ 868 , $ 145 , $ 723 
CHRISTY INDUSTRIAL SERVIC,01-East,738561000, $ 756 , $ 372 , $ 383 
CHRISTY INDUSTRIAL SERVIC,01-East,764785000, $ 530 , $ 147 , $ 383 
CHRISTY INDUSTRIAL SERVIC,01-East,777650000, $ 357 , $ 285 , $ 71 
CHRISTY INDUSTRIAL SERVIC,01-East,780690000, $ 355 , $ 127 , $ 228 
CHRISTY INDUSTRIAL SERVIC,01-East,764761000, $ 204 , $ 61 , $ 143 
CHRISTY INDUSTRIAL SERVIC,01-East,767990000, $ 161 , $ 59 , $ 102 
CHRISTY INDUSTRIAL SERVIC,01-East,766121000, $ 96 , $ 55 , $ 41 
CHRISTY INDUSTRIAL SERVIC,01-East,779987255, $ 56 , $ 23 , $ 33 
CHRISTY REFRACTORIES CO,01-East,764764010," $ 87,014 "," $ 54,086 "," $ 32,928 "
CHRISTY REFRACTORIES CO,01-East,727000060," $ 77,036 "," $ 25,834 "," $ 51,202 "
CHRISTY REFRACTORIES CO,01-East,720474000," $ 76,366 "," $ 12,959 "," $ 63,408 "
CHRISTY REFRACTORIES CO,01-East,733182300," $ 61,282 "," $ 31,629 "," $ 29,653 "
CHRISTY REFRACTORIES CO,01-East,764030000," $ 54,407 "," $ 28,111 "," $ 26,296 "
CHRISTY REFRACTORIES CO,01-East,730552560," $ 37,535 "," $ 5,813 "," $ 31,722 "
CHRISTY REFRACTORIES CO,01-East,764264056," $ 35,322 "," $ 24,086 "," $ 11,236 "
CHRISTY REFRACTORIES CO,01-East,764301000," $ 32,952 "," $ 19,151 "," $ 13,800 "
CHRISTY REFRACTORIES CO,01-East,777750074," $ 32,767 "," $ 27,531 "," $ 5,236 "
CHRISTY REFRACTORIES CO,01-East,764901000," $ 32,424 "," $ 17,325 "," $ 15,100 "
CHRISTY REFRACTORIES CO,01-East,764821000," $ 29,179 "," $ 13,659 "," $ 15,520 "
CHRISTY REFRACTORIES CO,01-East,739741100," $ 28,342 "," $ 16,475 "," $ 11,866 "
CHRISTY REFRACTORIES CO,01-East,733481000," $ 28,140 "," $ 14,459 "," $ 13,681 "
CHRISTY REFRACTORIES CO,01-East,764865100," $ 24,444 "," $ 14,165 "," $ 10,279 "
CHRISTY REFRACTORIES CO,01-East,777780074," $ 20,695 "," $ 16,416 "," $ 4,278 "
CHRISTY REFRACTORIES CO,01-East,738521000," $ 20,081 "," $ 16,796 "," $ 3,284 "
