CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
BOILER TUBE OF AMERICA,02-Central,739781100," $ 67,020 "," $ 44,284 "," $ 22,735 "
BOILER TUBE OF AMERICA,02-Central,764901000," $ 18,863 "," $ 4,119 "," $ 14,744 "
BOILER TUBE OF AMERICA,02-Central,764821000," $ 3,362 ", $ 698 ," $ 2,664 "
BOILER TUBE OF AMERICA,02-Central,764901073, $ 603 , $ 292 , $ 311 
BOILER TUBE OF AMERICA,02-Central,764821073, $ 304 , $ 146 , $ 158 
BORBET ALABAMA INC.,02-Central,739521100," $ 1,270 ", $ 139 ," $ 1,131 "
BORBET ALABAMA INC.,02-Central,739541100, $ 659 , $ 84 , $ 575 
BORG WARNER,02-Central,740382101, $ 893 , $ 296 , $ 596 
BOVARD STUDIO INC.,02-Central,739541200, $ 502 , $ 64 , $ 438 
BP-HUSKY FREFINING LLC,02-Central,734761300," $ 23,595 "," $ 3,794 "," $ 19,801 "
BP-HUSKY FREFINING LLC,02-Central,774901000, $ 330 , $ 40 , $ 290 
BP-HUSKY FREFINING LLC,02-Central,767970140, $ 225 , $ 24 , $ 200 
BP-HUSKY FREFINING LLC,02-Central,767970000, $ 70 , $ 17 , $ 53 
BRADEN MANUFACTURING,02-Central,768241000, $ 153 , $ 103 , $ 50 
BRANHAM CORP.,02-Central,770810000," $ 2,535 ", $ 52 ," $ 2,483 "
BRANHAM CORP.,02-Central,770800000, $ 684 , $ 13 , $ 671 
BRANHAM CORP.,02-Central,733464600, $ 596 , $ 63 , $ 533 
BRAZEE STREET STUDIO,02-Central,733464500, $ 611 , $ 62 , $ 549 
BRC RAILCAR SERVICE,02-Central,764703110," $ 6,302 ", $ 843 ," $ 5,458 "
BRC RAILCAR SERVICE,02-Central,764521000," $ 3,390 ", $ 159 ," $ 3,231 "
BRI SPECIALTY PRODUCTS,02-Central,733211000, $ 680 , $ 237 , $ 443 
BRUCKNER SUPPLY,02-Central,718501000," $ 117,741 "," $ 49,261 "," $ 68,479 "
BRUCKNER SUPPLY,02-Central,754926000," $ 64,635 "," $ 47,295 "," $ 17,339 "
BRUCKNER SUPPLY,02-Central,779957280," $ 24,507 "," $ 12,225 "," $ 12,282 "
BRUCKNER SUPPLY,02-Central,754906000," $ 20,555 "," $ 14,180 "," $ 6,375 "
BRUCKNER SUPPLY,02-Central,785800000," $ 15,626 "," $ 9,465 "," $ 6,162 "
BRUCKNER SUPPLY,02-Central,766121000," $ 13,312 "," $ 3,164 "," $ 10,148 "
BRUCKNER SUPPLY,02-Central,754866000," $ 10,910 "," $ 6,665 "," $ 4,245 "
BRUCKNER SUPPLY,02-Central,770522000," $ 8,600 ", $ 617 ," $ 7,983 "
BRUCKNER SUPPLY,02-Central,754826000," $ 7,917 "," $ 4,556 "," $ 3,361 "
BRUCKNER SUPPLY,02-Central,764822000," $ 7,028 "," $ 1,878 "," $ 5,150 "
BRUCKNER SUPPLY,02-Central,754886000," $ 5,371 "," $ 3,576 "," $ 1,795 "
BRUCKNER SUPPLY,02-Central,785780000," $ 5,132 "," $ 3,495 "," $ 1,637 "
BRUCKNER SUPPLY,02-Central,785740000," $ 2,974 "," $ 1,996 ", $ 979 
BRUCKNER SUPPLY,02-Central,785760000," $ 2,219 "," $ 1,593 ", $ 626 
BRUCKNER SUPPLY,02-Central,737301000," $ 1,915 ", $ 736 ," $ 1,179 "
BRUCKNER SUPPLY,02-Central,785580000," $ 1,718 "," $ 1,394 ", $ 325 
BRUCKNER SUPPLY,02-Central,770510000," $ 1,705 ", $ 96 ," $ 1,609 "
BRUCKNER SUPPLY,02-Central,785620000," $ 1,597 "," $ 1,238 ", $ 359 
BRUCKNER SUPPLY,02-Central,739380000," $ 1,047 ", $ 721 , $ 326 
BRUCKNER SUPPLY,02-Central,777601000, $ 890 , $ 248 , $ 642 
BRUCKNER SUPPLY,02-Central,777904301, $ 741 , $ 235 , $ 506 
BRUNNER & LAY,02-Central,724261200, $ 786 , $ 78 , $ 708 
BRUNNER & LAY,02-Central,733211000, $ 456 , $ 47 , $ 409 
BRYAN TOOL & MACHINE,02-Central,739781100," $ 1,185 ", $ 286 , $ 899 
BRYAN TOOL & MACHINE,02-Central,739380000, $ 396 , $ 120 , $ 276 
BRYAN TOOL & MACHINE,02-Central,739370000, $ 365 , $ 91 , $ 274 
BRYANT REFRACTORY CO.,02-Central,737321000," $ 69,823 "," $ 18,630 "," $ 51,193 "
BRYANT REFRACTORY CO.,02-Central,739781100," $ 16,576 "," $ 6,665 "," $ 9,911 "
BRYANT REFRACTORY CO.,02-Central,764781000," $ 12,464 "," $ 3,234 "," $ 9,230 "
BRYANT REFRACTORY CO.,02-Central,754887000," $ 6,134 "," $ 1,424 "," $ 4,710 "
BRYANT REFRACTORY CO.,02-Central,737912200," $ 5,622 "," $ 1,388 "," $ 4,234 "
BRYANT REFRACTORY CO.,02-Central,779958161," $ 2,998 "," $ 1,828 "," $ 1,170 "
BRYANT REFRACTORY CO.,02-Central,780620000, $ 973 , $ 485 , $ 488 
BRYANT REFRACTORY CO.,02-Central,739761100, $ 592 , $ 415 , $ 177 
BRYANT REFRACTORY CO.,02-Central,734651200, $ 391 , $ 111 , $ 280 
BRYANT REFRACTORY CO.,02-Central,777642000, $ 173 , $ 48 , $ 125 
BUILDING SERVICE IND,02-Central,735602110," $ 36,090 "," $ 11,244 "," $ 24,846 "
BUILDING SERVICE IND,02-Central,735752000," $ 19,164 "," $ 8,073 "," $ 11,091 "
BUILDING SERVICE IND,02-Central,735602000," $ 14,064 "," $ 4,283 "," $ 9,781 "
BUILDING SERVICE IND,02-Central,735750000," $ 1,920 ", $ 824 ," $ 1,096 "
BULLSEYE INDUSTRIAL,02-Central,764341000, $ 713 , $ 120 , $ 593 
BURKHART REFRACTORY INST.,02-Central,734211200, $ 125 , $ 23 , $ 102 
C P FILMS INC.,02-Central,740402402," $ 7,263 "," $ 1,403 "," $ 5,860 "
C T TAKAHASHI CO.,02-Central,740382101, $ 893 , $ 296 , $ 596 
C.F. ROARK WELDING & ENG,02-Central,733151500," $ 3,238 ", $ 359 ," $ 2,879 "
CAL-CHEM CO.,02-Central,723960000," $ 50,324 "," $ 15,874 "," $ 34,450 "
CAL-CHEM CO.,02-Central,720252303," $ 2,416 ", $ 106 ," $ 2,310 "
CAL-CHEM CO.,02-Central,734030000, $ 342 , $ 158 , $ 184 
CARBONYX CARBON TECH.,02-Central,764951600," $ 16,343 "," $ 8,202 "," $ 8,142 "
CARBONYX CARBON TECH.,02-Central,764951800," $ 16,343 "," $ 8,013 "," $ 8,330 "
CARBONYX CARBON TECH.,02-Central,766121000," $ 8,630 "," $ 5,450 "," $ 3,180 "
CARBONYX CARBON TECH.,02-Central,734351203," $ 4,950 "," $ 1,548 "," $ 3,402 "
CARBONYX CARBON TECH.,02-Central,764952100," $ 4,032 "," $ 1,777 "," $ 2,255 "
CARBONYX CARBON TECH.,02-Central,764951700," $ 3,064 "," $ 1,546 "," $ 1,519 "
CARBONYX CARBON TECH.,02-Central,764902000," $ 2,250 ", $ 958 ," $ 1,292 "
CARBONYX CARBON TECH.,02-Central,764951900," $ 2,043 "," $ 1,032 "," $ 1,011 "
CARDINAL FG,02-Central,739452000," $ 9,300 "," $ 4,223 "," $ 5,077 "
CARDINAL FG,02-Central,764521000," $ 7,059 ", $ 345 ," $ 6,714 "
CARDINAL FG,02-Central,738501000," $ 6,252 "," $ 4,206 "," $ 2,045 "
CARDINAL FG,02-Central,738521000," $ 4,372 "," $ 2,008 "," $ 2,364 "
CARDINAL FG,02-Central,738601000," $ 3,431 "," $ 1,975 "," $ 1,455 "
CARDINAL FG,02-Central,739741100," $ 2,531 "," $ 1,096 "," $ 1,435 "
CARDINAL FG,02-Central,764901073," $ 2,220 ", $ 437 ," $ 1,783 "
CARDINAL FG,02-Central,764521073," $ 2,172 ", $ 387 ," $ 1,785 "
CARDINAL FG,02-Central,738361000," $ 1,405 ", $ 658 , $ 748 
CARDINAL FG,02-Central,792730000, $ 547 , $ 63 , $ 485 
CARDINAL FG,02-Central,768212000, $ 374 , $ 23 , $ 351 
CARLISLE BRAKE & FRICTION,02-Central,734030000," $ 1,090 ", $ 495 , $ 595 
CAROLINA GLASS & MIRROR,02-Central,733525600, $ 718 , $ 65 , $ 652 
CAROLINA GLASS & MIRROR,02-Central,733511000, $ 538 , $ 67 , $ 471 
CAST ALUMINUM SOLUTIONS,02-Central,733525600, $ 753 , $ 71 , $ 681 
CAT-I MFG,02-Central,734311100, $ 404 , $ 35 , $ 369 
CATACEL,02-Central,764221000, $ 200 , $ 17 , $ 183 
CECO ABATEMENT,02-Central,779957221," $ 20,930 "," $ 10,428 "," $ 10,502 "
CECO ABATEMENT,02-Central,764821000," $ 2,112 ", $ 308 ," $ 1,804 "
CECO ABATEMENT,02-Central,779952098," $ 1,189 ", $ 589 , $ 600 
CECO ABATEMENT,02-Central,777642000," $ 1,052 ", $ 351 , $ 700 
CECO ABATEMENT,02-Central,764902000," $ 1,014 ", $ 192 , $ 822 
CECO ABATEMENT,02-Central,779952097, $ 615 , $ 382 , $ 233 
CECO ABATEMENT,02-Central,764901000, $ 523 , $ 145 , $ 377 
CECO ABATEMENT,02-Central,739781100, $ 403 , $ 286 , $ 117 
CECO ABATEMENT,02-Central,738561000, $ 340 , $ 124 , $ 216 
CECO ABATEMENT,02-Central,779956579, $ 100 , $ 58 , $ 42 
CECO ABATEMENT,02-Central,779957600, $ 80 , $ 76 , $ 4 
CENTURY ALUMINUM OF,02-Central,734311100," $ 11,650 "," $ 1,025 "," $ 10,625 "
CERAMIC SYSTEMS INC.,02-Central,733403200," $ 17,468 "," $ 3,785 "," $ 13,683 "
CERAMIC SYSTEMS INC.,02-Central,766121000," $ 1,182 ", $ 654 , $ 528 
CERAMIC SYSTEMS INC.,02-Central,764341000, $ 672 , $ 275 , $ 397 
CERAMIC SYSTEMS INC.,02-Central,764601000, $ 600 , $ 263 , $ 337 
CERAMTEC NORTH AMERICA,02-Central,770500000," $ 1,076 ", $ 51 ," $ 1,024 "
CGR VALLEY PRODUCTS,02-Central,733870000," $ 17,691 "," $ 6,878 "," $ 10,813 "
CGR VALLEY PRODUCTS,02-Central,733867100," $ 14,175 "," $ 8,304 "," $ 5,871 "
CGR VALLEY PRODUCTS,02-Central,733586600," $ 6,000 ", $ 730 ," $ 5,270 "
CGR VALLEY PRODUCTS,02-Central,733511000," $ 3,255 ", $ 527 ," $ 2,728 "
CGR VALLEY PRODUCTS,02-Central,733211050," $ 2,369 ", $ 429 ," $ 1,940 "
CGR VALLEY PRODUCTS,02-Central,733721000, $ 278 , $ 69 , $ 209 
CH2M HILL CONSTRUCTORS,02-Central,737301000," $ 5,085 "," $ 2,575 "," $ 2,510 "
CH2M HILL CONSTRUCTORS,02-Central,734311100, $ 363 , $ 35 , $ 328 
CHARLES JOHNSTON,02-Central,739380000, $ 396 , $ 120 , $ 276 
CHASE CORPORATION-GLOBAL,02-Central,720219100," $ 82,980 "," $ 1,999 "," $ 80,981 "
CHASE SPECIALTY COATINGS,02-Central,720219100," $ 224,201 "," $ 5,455 "," $ 218,746 "
CHEM-CLAY CORPORATION,02-Central,777601000, $ 387 , $ 72 , $ 315 
CHERNE CONTRACTING CORP,02-Central,737912200," $ 4,162 ", $ 637 ," $ 3,525 "
CHEVRON,02-Central,780270000, $ 482 , $ 93 , $ 389 
CHIZ BROS INC,02-Central,764901000," $ 428,113 "," $ 219,814 "," $ 208,298 "
CHIZ BROS INC,02-Central,764821000," $ 250,860 "," $ 119,423 "," $ 131,437 "
CHIZ BROS INC,02-Central,742520150," $ 212,675 "," $ 100,384 "," $ 112,291 "
CHIZ BROS INC,02-Central,764822000," $ 162,763 "," $ 48,373 "," $ 114,390 "
CHIZ BROS INC,02-Central,734990000," $ 154,939 "," $ 50,418 "," $ 104,521 "
CHIZ BROS INC,02-Central,782070000," $ 126,268 "," $ 90,079 "," $ 36,189 "
CHIZ BROS INC,02-Central,718500000," $ 112,006 "," $ 36,945 "," $ 75,062 "
CHIZ BROS INC,02-Central,742541500," $ 102,421 "," $ 15,380 "," $ 87,040 "
CHIZ BROS INC,02-Central,780370000," $ 83,069 "," $ 46,497 "," $ 36,572 "
CHIZ BROS INC,02-Central,733525600," $ 82,223 "," $ 14,678 "," $ 67,545 "
CHIZ BROS INC,02-Central,764822110," $ 79,032 "," $ 20,654 "," $ 58,378 "
CHIZ BROS INC,02-Central,779952165," $ 71,360 "," $ 32,700 "," $ 38,660 "
CHIZ BROS INC,02-Central,779952102," $ 67,190 "," $ 24,859 "," $ 42,332 "
CHIZ BROS INC,02-Central,725482900," $ 65,910 "," $ 30,618 "," $ 35,292 "
CHIZ BROS INC,02-Central,733211050," $ 63,535 "," $ 14,077 "," $ 49,458 "
CHIZ BROS INC,02-Central,764827550," $ 53,558 "," $ 14,313 "," $ 39,245 "
CHIZ BROS INC,02-Central,779958876," $ 53,544 "," $ 22,332 "," $ 31,213 "
CHIZ BROS INC,02-Central,770240000," $ 53,300 "," $ 7,049 "," $ 46,250 "
CHIZ BROS INC,02-Central,742451500," $ 51,688 "," $ 13,383 "," $ 38,305 "
CHIZ BROS INC,02-Central,742451300," $ 47,387 "," $ 12,270 "," $ 35,118 "
CHIZ BROS INC,02-Central,739781100," $ 45,925 "," $ 31,668 "," $ 14,257 "
CHIZ BROS INC,02-Central,781670000," $ 45,719 "," $ 29,982 "," $ 15,737 "
CHIZ BROS INC,02-Central,779956835," $ 42,327 "," $ 23,429 "," $ 18,899 "
CHIZ BROS INC,02-Central,733525500," $ 41,270 "," $ 7,055 "," $ 34,215 "
CHIZ BROS INC,02-Central,779956823," $ 39,803 "," $ 19,593 "," $ 20,210 "
CHIZ BROS INC,02-Central,770430000," $ 39,555 "," $ 6,021 "," $ 33,534 "
CHIZ BROS INC,02-Central,733211000," $ 37,994 "," $ 9,216 "," $ 28,777 "
CHIZ BROS INC,02-Central,780770000," $ 35,740 "," $ 23,435 "," $ 12,305 "
CHIZ BROS INC,02-Central,771504000," $ 35,642 "," $ 4,674 "," $ 30,968 "
CHIZ BROS INC,02-Central,791002500," $ 33,609 "," $ 16,836 "," $ 16,773 "
CHIZ BROS INC,02-Central,779956826," $ 33,321 "," $ 16,104 "," $ 17,217 "
CHIZ BROS INC,02-Central,770500000," $ 32,860 "," $ 2,752 "," $ 30,108 "
CHIZ BROS INC,02-Central,764861000," $ 31,461 "," $ 8,244 "," $ 23,217 "
CHIZ BROS INC,02-Central,727000025," $ 31,363 "," $ 5,448 "," $ 25,914 "
CHIZ BROS INC,02-Central,733151550," $ 31,311 "," $ 6,768 "," $ 24,543 "
CHIZ BROS INC,02-Central,739561200," $ 30,831 "," $ 8,900 "," $ 21,931 "
CHIZ BROS INC,02-Central,770450000," $ 29,403 "," $ 5,078 "," $ 24,325 "
CHIZ BROS INC,02-Central,734414100," $ 28,989 "," $ 6,882 "," $ 22,106 "
CHIZ BROS INC,02-Central,770830000," $ 25,497 "," $ 1,308 "," $ 24,189 "
CHIZ BROS INC,02-Central,770372000," $ 25,033 "," $ 3,217 "," $ 21,816 "
CHIZ BROS INC,02-Central,764601000," $ 24,947 "," $ 10,284 "," $ 14,663 "
CHIZ BROS INC,02-Central,764521000," $ 23,955 "," $ 8,508 "," $ 15,448 "
CHIZ BROS INC,02-Central,734132000," $ 23,786 "," $ 5,498 "," $ 18,288 "
CHIZ BROS INC,02-Central,777601000," $ 23,785 "," $ 6,720 "," $ 17,065 "
CHIZ BROS INC,02-Central,727041200," $ 23,485 "," $ 4,181 "," $ 19,305 "
CHIZ BROS INC,02-Central,742461100," $ 23,394 "," $ 5,539 "," $ 17,855 "
CHIZ BROS INC,02-Central,770222000," $ 23,200 "," $ 2,811 "," $ 20,389 "
CHIZ BROS INC,02-Central,764781040," $ 22,093 "," $ 7,133 "," $ 14,960 "
CHIZ BROS INC,02-Central,739541020," $ 21,907 "," $ 7,672 "," $ 14,236 "
CHIZ BROS INC,02-Central,770200000," $ 21,852 "," $ 2,326 "," $ 19,526 "
CHIZ BROS INC,02-Central,733151500," $ 21,657 "," $ 3,569 "," $ 18,087 "
CHIZ BROS INC,02-Central,770810000," $ 21,267 ", $ 638 ," $ 20,629 "
CHIZ BROS INC,02-Central,781970000," $ 20,944 "," $ 10,157 "," $ 10,787 "
CHIZ BROS INC,02-Central,739541100," $ 20,293 "," $ 5,186 "," $ 15,107 "
CHIZ BROS INC,02-Central,733511000," $ 20,227 "," $ 4,832 "," $ 15,395 "
CHIZ BROS INC,02-Central,726000062," $ 20,100 "," $ 4,565 "," $ 15,535 "
CHIZ BROS INC,02-Central,770440000," $ 19,920 "," $ 3,732 "," $ 16,188 "
CHIZ BROS INC,02-Central,793330000," $ 19,820 "," $ 4,231 "," $ 15,589 "
CHIZ BROS INC,02-Central,734211200," $ 19,709 "," $ 2,571 "," $ 17,138 "
CHIZ BROS INC,02-Central,779956824," $ 19,610 "," $ 9,783 "," $ 9,827 "
CHIZ BROS INC,02-Central,739761100," $ 19,476 "," $ 12,158 "," $ 7,318 "
CHIZ BROS INC,02-Central,718501000," $ 17,965 "," $ 3,771 "," $ 14,194 "
CHIZ BROS INC,02-Central,777904301," $ 17,827 "," $ 8,055 "," $ 9,772 "
CHIZ BROS INC,02-Central,734910000," $ 17,717 "," $ 4,188 "," $ 13,529 "
CHIZ BROS INC,02-Central,770560000," $ 17,581 "," $ 2,583 "," $ 14,999 "
CHIZ BROS INC,02-Central,734162000," $ 17,381 "," $ 8,647 "," $ 8,734 "
CHIZ BROS INC,02-Central,739641100," $ 16,205 "," $ 8,383 "," $ 7,822 "
CHIZ BROS INC,02-Central,742471100," $ 15,471 "," $ 4,253 "," $ 11,218 "
CHIZ BROS INC,02-Central,735602000," $ 14,544 "," $ 4,142 "," $ 10,402 "
CHIZ BROS INC,02-Central,768221000," $ 14,224 "," $ 3,184 "," $ 11,040 "
CHIZ BROS INC,02-Central,770512000," $ 13,838 "," $ 1,596 "," $ 12,242 "
CHIZ BROS INC,02-Central,737912200," $ 13,207 "," $ 3,276 "," $ 9,931 "
CHIZ BROS INC,02-Central,737311000," $ 13,158 "," $ 6,512 "," $ 6,646 "
CHIZ BROS INC,02-Central,766121008," $ 12,160 "," $ 6,564 "," $ 5,596 "
CHIZ BROS INC,02-Central,739681100," $ 11,785 "," $ 5,782 "," $ 6,003 "
CHIZ BROS INC,02-Central,742451000," $ 11,610 "," $ 3,006 "," $ 8,604 "
CHIZ BROS INC,02-Central,734311100," $ 11,003 "," $ 1,346 "," $ 9,656 "
CHIZ BROS INC,02-Central,766122110," $ 10,574 "," $ 2,155 "," $ 8,419 "
CHIZ BROS INC,02-Central,764781000," $ 10,292 "," $ 2,905 "," $ 7,387 "
CHIZ BROS INC,02-Central,766121000," $ 10,056 "," $ 4,525 "," $ 5,531 "
CHIZ BROS INC,02-Central,779956856," $ 10,005 "," $ 5,003 "," $ 5,002 "
CHIZ BROS INC,02-Central,764901050," $ 9,982 "," $ 5,040 "," $ 4,943 "
CHIZ BROS INC,02-Central,734251300," $ 9,632 ", $ 968 ," $ 8,664 "
CHIZ BROS INC,02-Central,779989329," $ 9,408 "," $ 3,668 "," $ 5,740 "
CHIZ BROS INC,02-Central,733725500," $ 9,401 "," $ 2,807 "," $ 6,593 "
CHIZ BROS INC,02-Central,770260000," $ 9,333 "," $ 1,255 "," $ 8,078 "
CHIZ BROS INC,02-Central,764481000," $ 9,238 "," $ 2,486 "," $ 6,752 "
CHIZ BROS INC,02-Central,734751200," $ 8,802 "," $ 1,725 "," $ 7,077 "
CHIZ BROS INC,02-Central,771320000," $ 8,519 "," $ 1,396 "," $ 7,123 "
CHIZ BROS INC,02-Central,770392000," $ 8,384 "," $ 1,319 "," $ 7,065 "
CHIZ BROS INC,02-Central,733151600," $ 8,312 "," $ 1,425 "," $ 6,887 "
CHIZ BROS INC,02-Central,764522000," $ 8,265 "," $ 3,410 "," $ 4,855 "
CHIZ BROS INC,02-Central,779952109," $ 8,225 "," $ 3,290 "," $ 4,934 "
CHIZ BROS INC,02-Central,770530000," $ 8,165 "," $ 1,589 "," $ 6,576 "
CHIZ BROS INC,02-Central,764524010," $ 8,096 "," $ 4,370 "," $ 3,726 "
CHIZ BROS INC,02-Central,739561100," $ 8,054 "," $ 2,199 "," $ 5,855 "
CHIZ BROS INC,02-Central,733403200," $ 7,731 "," $ 1,051 "," $ 6,680 "
CHIZ BROS INC,02-Central,733671000," $ 7,460 "," $ 1,161 "," $ 6,299 "
CHIZ BROS INC,02-Central,739541200," $ 7,351 "," $ 2,086 "," $ 5,265 "
CHIZ BROS INC,02-Central,780730000," $ 7,269 "," $ 4,570 "," $ 2,699 "
CHIZ BROS INC,02-Central,781630000," $ 7,237 "," $ 4,746 "," $ 2,490 "
CHIZ BROS INC,02-Central,770510000," $ 7,020 "," $ 1,102 "," $ 5,918 "
CHIZ BROS INC,02-Central,764561000," $ 6,677 "," $ 1,541 "," $ 5,136 "
CHIZ BROS INC,02-Central,738561000," $ 6,631 "," $ 4,778 "," $ 1,853 "
CHIZ BROS INC,02-Central,766081013," $ 6,450 "," $ 3,311 "," $ 3,139 "
CHIZ BROS INC,02-Central,779958865," $ 6,093 "," $ 3,511 "," $ 2,582 "
CHIZ BROS INC,02-Central,785890000," $ 5,943 "," $ 4,715 "," $ 1,228 "
CHIZ BROS INC,02-Central,768112000," $ 5,846 "," $ 1,455 "," $ 4,392 "
CHIZ BROS INC,02-Central,782060000," $ 5,481 "," $ 2,491 "," $ 2,990 "
CHIZ BROS INC,02-Central,764821073," $ 5,478 "," $ 6,269 ", $ -791 
CHIZ BROS INC,02-Central,764821027," $ 5,440 "," $ 2,748 "," $ 2,692 "
CHIZ BROS INC,02-Central,764261000," $ 5,316 "," $ 1,374 "," $ 3,942 "
CHIZ BROS INC,02-Central,795210000," $ 5,230 "," $ 1,850 "," $ 3,380 "
CHIZ BROS INC,02-Central,739741100," $ 5,162 "," $ 3,578 "," $ 1,584 "
CHIZ BROS INC,02-Central,770210000," $ 4,986 ", $ 778 ," $ 4,208 "
CHIZ BROS INC,02-Central,770710000," $ 4,952 ", $ 135 ," $ 4,817 "
CHIZ BROS INC,02-Central,764952010," $ 4,928 "," $ 2,366 "," $ 2,562 "
CHIZ BROS INC,02-Central,777903100," $ 4,902 "," $ 1,946 "," $ 2,956 "
CHIZ BROS INC,02-Central,734851000," $ 4,602 "," $ 1,187 "," $ 3,415 "
CHIZ BROS INC,02-Central,779958676," $ 4,551 "," $ 2,412 "," $ 2,139 "
CHIZ BROS INC,02-Central,770520000," $ 4,538 ", $ 444 ," $ 4,093 "
CHIZ BROS INC,02-Central,779958247," $ 4,514 "," $ 2,781 "," $ 1,733 "
CHIZ BROS INC,02-Central,764341000," $ 4,492 "," $ 1,605 "," $ 2,887 "
CHIZ BROS INC,02-Central,770220000," $ 4,470 ", $ 503 ," $ 3,967 "
CHIZ BROS INC,02-Central,782020000," $ 4,390 "," $ 1,997 "," $ 2,393 "
CHIZ BROS INC,02-Central,733423800," $ 4,288 ", $ 767 ," $ 3,521 "
CHIZ BROS INC,02-Central,768131000," $ 4,273 "," $ 1,344 "," $ 2,928 "
CHIZ BROS INC,02-Central,777730600," $ 4,194 "," $ 1,276 "," $ 2,918 "
CHIZ BROS INC,02-Central,779957955," $ 3,988 "," $ 2,538 "," $ 1,449 "
CHIZ BROS INC,02-Central,764824000," $ 3,900 "," $ 1,897 "," $ 2,003 "
CHIZ BROS INC,02-Central,733403300," $ 3,863 ", $ 490 ," $ 3,373 "
CHIZ BROS INC,02-Central,770202000," $ 3,645 ", $ 911 ," $ 2,734 "
CHIZ BROS INC,02-Central,784400000," $ 3,643 "," $ 2,180 "," $ 1,463 "
CHIZ BROS INC,02-Central,740063000," $ 3,617 "," $ 1,071 "," $ 2,546 "
CHIZ BROS INC,02-Central,793550000," $ 3,570 ", $ 841 ," $ 2,729 "
CHIZ BROS INC,02-Central,764902000," $ 3,380 ", $ 639 ," $ 2,741 "
CHIZ BROS INC,02-Central,766261000," $ 3,310 "," $ 1,564 "," $ 1,746 "
CHIZ BROS INC,02-Central,779958862," $ 3,308 "," $ 1,876 "," $ 1,432 "
CHIZ BROS INC,02-Central,765661000," $ 3,200 "," $ 1,287 "," $ 1,913 "
CHIZ BROS INC,02-Central,779987564," $ 3,174 "," $ 1,033 "," $ 2,141 "
CHIZ BROS INC,02-Central,740142500," $ 3,148 "," $ 2,360 ", $ 787 
CHIZ BROS INC,02-Central,741061000," $ 3,143 ", $ 144 ," $ 2,999 "
CHIZ BROS INC,02-Central,770522000," $ 3,094 ", $ 710 ," $ 2,384 "
CHIZ BROS INC,02-Central,766122000," $ 2,952 "," $ 1,035 "," $ 1,917 "
CHIZ BROS INC,02-Central,742491700," $ 2,930 "," $ 1,813 "," $ 1,117 "
CHIZ BROS INC,02-Central,733444300," $ 2,845 ", $ 571 ," $ 2,275 "
CHIZ BROS INC,02-Central,770540000," $ 2,720 ", $ 629 ," $ 2,091 "
CHIZ BROS INC,02-Central,777902700," $ 2,597 "," $ 1,142 "," $ 1,456 "
CHIZ BROS INC,02-Central,779959183," $ 2,586 "," $ 1,802 ", $ 784 
CHIZ BROS INC,02-Central,771120000," $ 2,530 ", $ 105 ," $ 2,424 "
CHIZ BROS INC,02-Central,751165000," $ 2,516 "," $ 1,509 "," $ 1,006 "
CHIZ BROS INC,02-Central,764482000," $ 2,509 ", $ 626 ," $ 1,883 "
CHIZ BROS INC,02-Central,779958863," $ 2,345 "," $ 1,283 "," $ 1,063 "
CHIZ BROS INC,02-Central,779952104," $ 2,289 "," $ 1,030 "," $ 1,259 "
CHIZ BROS INC,02-Central,737301000," $ 2,287 ", $ 491 ," $ 1,797 "
CHIZ BROS INC,02-Central,742548000," $ 2,275 ", $ 284 ," $ 1,991 "
CHIZ BROS INC,02-Central,793336074," $ 2,241 "," $ 1,270 ", $ 971 
CHIZ BROS INC,02-Central,766231000," $ 2,100 ", $ 720 ," $ 1,380 "
CHIZ BROS INC,02-Central,780760000," $ 2,092 ", $ 411 ," $ 1,680 "
CHIZ BROS INC,02-Central,779261000," $ 2,011 ", $ 560 ," $ 1,451 "
CHIZ BROS INC,02-Central,739561000," $ 1,960 ", $ 602 ," $ 1,358 "
CHIZ BROS INC,02-Central,770300000," $ 1,955 ", $ 226 ," $ 1,729 "
CHIZ BROS INC,02-Central,779988833," $ 1,925 ", $ 859 ," $ 1,066 "
CHIZ BROS INC,02-Central,779959180," $ 1,830 "," $ 1,222 ", $ 607 
CHIZ BROS INC,02-Central,768141000," $ 1,725 ", $ 405 ," $ 1,320 "
CHIZ BROS INC,02-Central,770212000," $ 1,716 ", $ 468 ," $ 1,248 "
CHIZ BROS INC,02-Central,780680000," $ 1,671 ", $ 428 ," $ 1,243 "
CHIZ BROS INC,02-Central,764761000," $ 1,660 ", $ 720 , $ 940 
CHIZ BROS INC,02-Central,734861000," $ 1,485 ", $ 611 , $ 874 
CHIZ BROS INC,02-Central,733721000," $ 1,470 ", $ 452 ," $ 1,018 "
CHIZ BROS INC,02-Central,771132000," $ 1,459 ", $ 72 ," $ 1,388 "
CHIZ BROS INC,02-Central,779957171," $ 1,415 "," $ 1,198 ", $ 217 
CHIZ BROS INC,02-Central,737211000," $ 1,336 ", $ 289 ," $ 1,047 "
CHIZ BROS INC,02-Central,770140000," $ 1,310 ", $ 139 ," $ 1,171 "
CHIZ BROS INC,02-Central,740283502," $ 1,302 ", $ 194 ," $ 1,109 "
CHIZ BROS INC,02-Central,733464500," $ 1,236 ", $ 195 ," $ 1,041 "
CHIZ BROS INC,02-Central,770600000," $ 1,231 ", $ 271 , $ 960 
